url,Author,Title,Date,date_clean
https://www.tribtalk.org/2018/10/19/once-again-a-time-for-choosing-republicans-over-democrats/,Wayne Christian,"Once again, a time for choosing Republicans over Democrats ","By Wayne Christian,  Oct. 19, 2018",2018-10-19
https://www.texastribune.org/2018/10/18/historic-texas-flooding-officials-open-floodgates-mansfield-dam/,CARLOS ANCHONDO,"After historic Texas flooding, officials will likely open more floodgates on Central Texas dam","OCT. 18, 2018",2018-10-18
https://www.texastribune.org/2018/10/22/austin-water-boil-water-notice-after-historic-flooding/,CARLOS ANCHONDO,"Austin issues city-wide boil water notice; calls for action ""to avoid running out of water""","OCT. 22, 2018",2018-10-22
https://www.texastribune.org/2018/10/17/immigrants-trump-mexico-border-asylum-violence/,JAY ROOT,Migrants seeking safe harbor in the U.S. must first survive shootouts and shakedowns in Mexico,"OCT. 17, 2018",2018-10-17
https://www.texastribune.org/2018/10/31/Victoria-neave-deanna-metzger-dallas-HD-107/,EMMA PLATOFF,"In Dallas-area Texas House race, Deanna Metzger is the rare Republican who’s on offense","OCT. 31, 2018",2018-10-31
https://www.texastribune.org/2018/11/01/ted-cruz-beto-orourke-get-out-the-vote/,PATRICK SVITEK,"In getting out the vote, Cruz turns to Abbott's infrastructure while O'Rourke builds his own","NOV. 1, 2018",2018-11-01
https://www.texastribune.org/2018/10/29/texas-supreme-court-election-2018-court-of-criminal-appeals/,EMMA PLATOFF,"In campaigns for Texas’ top courts, judicial candidates must rely on party ID","OCT. 29, 2018",2018-10-29
https://www.texastribune.org/2018/11/01/texas-straight-ticket-voting-problems-old-machines/,MATT ZDUN,Why are some Texans having trouble with voting machines? This is 2002 technology in 2018.,"NOV. 1, 2018",2018-11-01
https://www.texastribune.org/2018/10/28/ted-cruz-beto-orourke-fight-over-conservative-tarrant-county-texas/,ABBY LIVINGSTON,Ted Cruz and Beto O’Rourke are fighting over America’s most conservative large county,"OCT. 28, 2018",2018-10-28
https://www.texastribune.org/2018/10/30/ted-cruz-beto-orourke-texas-rio-grande-valley/,TEO ARMUS,Ted Cruz targets conservative Hispanics in deep-blue Rio Grande Valley,"OCT. 30, 2018",2018-10-30
https://www.texastribune.org/2018/10/26/beto-orourke-ted-cruz-top-100-million-fundraising-senate-race/,PATRICK SVITEK,Senate race tops $100 million with latest filings from Ted Cruz and Beto O'Rourke,"OCT. 26, 2018",2018-10-26
