,url,outlet,Author,Date,Title,page_num
11,https://www.texastribune.org/2018/09/07/ted-cruz-slams-beto-orourke-PAC-fundraiser/,Texas Tribune,ABBY LIVINGSTON,"SEPT. 7, 2018",Ted Cruz campaign criticizes Beto O'Rourke for co-hosting fundraiser with PAC,11
12,https://www.texastribune.org/2018/09/12/border-patrol-apprehensions-families-increased-38-percent-august/,Texas Tribune,JULIÁN AGUILAR,"SEPT. 12, 2018",Border Patrol apprehensions of families increased 38 percent in August,12
13,https://www.texastribune.org/2018/09/13/mj-hegar-fires-back-henry-cuellar-helping-her-gop-opponent-fundraise/,Texas Tribune,ABBY LIVINGSTON,"SEPT. 13, 2018",MJ Hegar fires back at fellow Democrat Henry Cuellar for helping her GOP opponent fundraise,13
14,https://www.texastribune.org/2018/09/14/jerry-patterson-Miguel-Suazo-george-p-bush-texas-elections-2018/,Texas Tribune,BOBBY BLANCHARD,"SEPT. 14, 2018","Jerry Patterson, a Republican, endorses Democrat Miguel Suazo over George P. Bush",14
15,https://www.texastribune.org/2018/09/12/rudy-giuliani-headline-pete-sessions-fundraiser/,Texas Tribune,ABBY LIVINGSTON,"SEPT. 12, 2018",Rudy Giuliani to headline Pete Sessions fundraiser,15
16,https://www.texastribune.org/2018/09/11/greg-abbott-campaign-ad-pre-kindergarten-funding/,Texas Tribune,TEO ARMUS,"SEPT. 11, 2018",Gov. Greg Abbott's campaign ads boast about expanding pre-K. Advocates say his claims are misleading.,16
17,https://www.texastribune.org/2018/08/31/ted-cruz-beto-orourke-donald-trump-texas/,Texas Tribune,ALEX SAMUELS,"AUG. 31, 2018","Donald Trump says he'll campaign for Ted Cruz at ""biggest stadium in Texas we can find""",17
18,https://www.texastribune.org/2018/09/04/cruz-orourke-el-paso-eminent-domain/,Texas Tribune,PATRICK SVITEK,"SEPT. 4, 2018","Cruz allies take aim at O'Rourke over eminent domain, father-in-law",18
19,https://www.texastribune.org/2018/09/09/beto-orourke-town-hall-san-marcos-texas-state/,Texas Tribune,TEO ARMUS,"SEPT. 9, 2018","At a Texas State town hall, college enthusiasm for O'Rourke was on display",19
20,https://www.texastribune.org/2018/09/05/obamacare-texas-block-california-fort-worth-affordable-care-act/,Texas Tribune,EMMA PLATOFF,"SEPT. 5, 2018",Texas asks a federal judge to block Obamacare nationwide,20
21,https://www.texastribune.org/2018/08/31/beto-orourke-dwi-episode-1998-included-car-crash-and-alleged-attempt-f/,Texas Tribune,THE WASHINGTON POST,"AUG. 31, 2018",Beto O’Rourke DWI episode in 1998 included car crash and alleged attempt to flee,21
22,https://www.texastribune.org/2018/09/12/analysis-ted-cruz-beto-orourke-swoon-trouble/,Texas Tribune,ROSS RAMSEY,"SEPT. 12, 2018",Analysis: The swoon for Beto O’Rourke doesn’t mean Ted Cruz will lose,22
23,https://www.texastribune.org/2018/09/12/texas-migrant-families-separated-zero-tolerance/,Texas Tribune,HANNAH WILEY,"SEPT. 12, 2018",More than 400 kids remain separated from their parents. Here’s one lawyer's long-shot plan to reunite a family,23
24,https://www.texastribune.org/2018/09/11/federal-government-greatly-expand-tornillo-shelter-unaccompanied-minor/,Texas Tribune,JULIÁN AGUILAR,"SEPT. 11, 2018",Federal government to greatly expand Tornillo shelter for unaccompanied minors,24
25,https://www.texastribune.org/2018/09/05/tribcast-trump-vows-stump-cruz-texas/,Texas Tribune,EMILY RAMSHAW,"SEPT. 5, 2018",TribCast: Trump vows to stump for Cruz in Texas,25
26,https://www.texastribune.org/2018/09/07/state-rep-ron-reynolds-turns-himself-begin-serving-year-long-jail-sent/,Texas Tribune,JOLIE MCCULLOUGH,"SEPT. 7, 2018",State Rep. Ron Reynolds turns himself in to serve year-long jail sentence,26
27,https://www.texastribune.org/2018/09/05/fetal-remains-texas-ruling-abortion-rights/,Texas Tribune,MARISSA EVANS,"SEPT. 5, 2018",Judge strikes down Texas law requiring burial or cremation of fetal remains,27
28,https://www.texastribune.org/2018/09/05/john-cornyn-defends-supreme-court-nominee-brett-kavanaughs-impartialit/,Texas Tribune,ANDREW EVERSDEN,"SEPT. 5, 2018",U.S. Sen. John Cornyn defends Supreme Court nominee Brett Kavanaugh's impartiality at hearing,28
29,https://www.texastribune.org/2018/09/14/hurricane-florence-bears-down-east-coast-texas-faces-its-own-floods/,Texas Tribune,OMAR RODRIGUEZ-ORTIZ,"SEPT. 14, 2018","As Hurricane Florence bears down on East Coast, Texas faces flooding from Gulf Coast disturbance",29
30,https://www.texastribune.org/2018/09/06/trump-administration-circumvent-court-limits-detention-child-migrants/,Texas Tribune,THE WASHINGTON POST,"SEPT. 6, 2018",Trump administration to circumvent court limits on detention of child migrants,30
31,https://www.texastribune.org/2018/09/06/livestream-king-raymond/,Texas Tribune,OMAR RODRIGUEZ-ORTIZ,"SEPT. 6, 2018","Texas Reps. Tracy King and Richard Peña Raymond talk health care, school finance, border security and the next legislative session",31
32,https://www.texastribune.org/2018/09/05/analysis-candidates-cussing-beto-orourke-ted-cruz-national-anthem/,Texas Tribune,ROSS RAMSEY,"SEPT. 5, 2018",Analysis: Some voters want candidates who watch what they say. Some don’t.,32
33,https://www.texastribune.org/2018/09/11/alamo-texas-education-board/,Texas Tribune,KATHRYN LUNDSTROM,"SEPT. 11, 2018","Texas education board workgroup changes course on ""heroic"" Alamo defenders",33
34,https://www.texastribune.org/2018/08/31/texas-education-agency-children-migrant-shelters/,Texas Tribune,TEO ARMUS,"AUG. 31, 2018",Texas says it won't fund education for children in shelters,34
35,https://www.texastribune.org/2018/09/10/ut-texas-m-smu-rise-rice-and-baylor-slip-us-news-rankings/,Texas Tribune,SHANNON NAJMABADI,"SEPT. 10, 2018","UT-Austin, A&M, SMU and UH rise; Rice and Baylor slip in U.S. News rankings",35
36,https://www.texastribune.org/2018/09/05/property-tax-relief-available-texas-homeowners-homestead-exemptions/,Texas Tribune,ALEX SAMUELS,"SEPT. 5, 2018","Lawmakers couldn't agree on property tax reform, but Texas homeowners can still get some relief",36
37,https://www.texastribune.org/2018/09/06/after-ice-raid-north-texas-immigrants-face-uncertain-futures/,Texas Tribune,JULIÁN AGUILAR,"SEPT. 6, 2018","After ICE raid in North Texas, immigrants face uncertain futures",37
38,https://www.texastribune.org/2018/09/06/john-cornyn-floats-ousting-cory-booker-senate-during-kavanaugh-hearing/,Texas Tribune,ABBY LIVINGSTON,"SEPT. 6, 2018",John Cornyn floats ousting Cory Booker from Senate during Kavanaugh hearing,38
39,https://www.texastribune.org/2018/09/11/report-texas-rules-lax-cleanup-polluted-sites/,Texas Tribune,KIAH COLLIER,"SEPT. 11, 2018",Report: Texas criteria for polluted site cleanup 'significantly weaker' than neighboring states,39
40,https://www.texastribune.org/2018/08/31/texas-education-agency-special-education-director/,Texas Tribune,ALIYYA SWABY,"AUG. 31, 2018",Texas Education Agency chooses familiar face to lead special education overhaul,40
41,https://www.texastribune.org/2018/09/13/dallas-officer-amber-guyger-botham-jean-fatal-shooting/,Texas Tribune,THE WASHINGTON POST,"SEPT. 13, 2018","Why the Dallas officer who killed her neighbor might have trouble with a ""deadly force"" defense",41
42,https://www.texastribune.org/2018/09/06/four-price-texas-house-speaker-candidate/,Texas Tribune,ALEX SAMUELS,"SEPT. 6, 2018",State Rep. Four Price files to run for Texas House speaker,42
43,https://www.texastribune.org/2018/09/14/willie-nelson-beto-orourke-political-concert/,Texas Tribune,THE WASHINGTON POST,"SEPT. 14, 2018",Willie Nelson is playing a political concert for Beto O’Rourke. Some fans are abandoning him.,43
44,https://www.texastribune.org/2018/09/13/texas-poverty-census-2017-lowest-levels-decade/,Texas Tribune,ALEXA URA,"SEPT. 13, 2018",Poverty in Texas drops to lowest levels in more than a decade,44
45,https://www.texastribune.org/2018/09/04/supreme-court-brett-kavanaugh-texas-confirmation/,Texas Tribune,EMMA PLATOFF,"SEPT. 4, 2018",Why Supreme Court Justice Brett Kavanaugh would be good news for Texas Republicans,45
46,https://www.texastribune.org/2018/09/05/state-audit-finds-serious-flaws-texas-education-agency-contracting-pro/,Texas Tribune,ALIYYA SWABY,"SEPT. 5, 2018",State audit finds serious flaws in Texas Education Agency contracting process,46
47,https://www.texastribune.org/2018/09/06/texas-charter-schools-funding-education-migrant-shelters/,Texas Tribune,ALIYYA SWABY,"SEPT. 6, 2018",Texas won't pay to educate migrant kids in shelters. Now two charter schools are scrambling.,47
48,https://www.texastribune.org/2018/09/14/border-patrol-working-stop-truck-drivers-smuggling-migrants/,Texas Tribune,HANNAH WILEY,"SEPT. 14, 2018",The Border Patrol is trying to stop truck drivers from smuggling migrants. But cases have increased.,48
49,https://www.texastribune.org/2018/09/08/trumps-border-wall-threatens-end-texas-families-250-years-ranching-rio/,Texas Tribune,THE WASHINGTON POST,"SEPT. 8, 2018",Trump’s border wall threatens to end Texas families’ 250 years of ranching on Rio Grande,49
50,https://www.texastribune.org/2018/09/10/robert-duncan-resigned-tensions-simmered-texas-tech-regents/,Texas Tribune,SHANNON NAJMABADI,"SEPT. 10, 2018","Before Robert Duncan resigned, tensions simmered with Texas Tech regents for months",50
51,https://www.texastribune.org/2018/09/12/alamo-heroic-texas-education-board/,Texas Tribune,KATHRYN LUNDSTROM,"SEPT. 12, 2018","State Board of Education votes to keep ""heroic"" in description of Alamo defenders",51
52,https://www.texastribune.org/2018/09/05/Dallas-County-Bail-Machine/,Texas Tribune,"BY MUSTAFA Z. MIRZA, THE MARSHALL PROJECT","SEPT. 5, 2018","In Dallas County, bail is set in secret — and often in seconds",52
53,https://www.texastribune.org/2018/09/07/greg-abbott-texas-board-education-alamo-curriculum/,Texas Tribune,TEO ARMUS,"SEPT. 7, 2018",Gov. Greg Abbott warns Texas education board of “political correctness” over Alamo history standards,53
54,https://www.texastribune.org/2018/09/13/texas-land-commissioner-george-p-bush-signs-plan-overhaul-alamo-plaza/,Texas Tribune,CASSANDRA POLLOCK,"SEPT. 13, 2018",Texas Land Commissioner George P. Bush signs plan to overhaul Alamo Plaza,54
55,https://www.texastribune.org/2018/09/15/texas-border-patrol-agent-accused-serial-killing-spree-laredo/,Texas Tribune,MARISSA EVANS,"SEPT. 15, 2018","Texas Border Patrol agent accused of ""serial killing spree"" in Laredo",55
56,https://www.texastribune.org/2018/09/11/texas-tea-considering-cutting-high-school-cosmetology-courses/,Texas Tribune,KATHRYN LUNDSTROM,"SEPT. 11, 2018",Texas considering cutting high school cosmetology courses,56
57,https://www.texastribune.org/2018/09/18/republican-pete-flores-track-upset-race-democratic-friendly-uresti-sea/,Texas Tribune,PATRICK SVITEK,"SEPT. 18, 2018",Republican Pete Flores upsets Democrat Pete Gallego in race for Uresti seat,57
58,https://www.texastribune.org/2018/09/17/texas-gop-determined-flip-democratic-friendly-state-senate-seat/,Texas Tribune,PATRICK SVITEK,"SEPT. 17, 2018",GOP determined to flip Democratic-friendly state Senate seat in overtime round,58
59,https://www.texastribune.org/2018/09/18/ted-cruz-leads-beto-orourke-54-45-quinnipiac-poll-says/,Texas Tribune,PATRICK SVITEK,"SEPT. 18, 2018","Ted Cruz leads Beto O'Rourke 54 to 45, new poll says",59
60,https://www.texastribune.org/2018/10/01/barack-obama-endorses-texas-candidates/,Texas Tribune,PATRICK SVITEK,"OCT. 1, 2018",Obama endorses 9 more Texas candidates in midterm races,60
61,https://www.texastribune.org/2018/09/19/how-pete-flores-upset-democrat-win-texas-state-senate-seat/,Texas Tribune,PATRICK SVITEK,"SEPT. 19, 2018",How Texas Democrats lost a state Senate seat amid talk of a blue wave,61
62,https://www.texastribune.org/2018/09/22/beto-orourke-ted-cruz-first-senate-debate-full-video/,Texas Tribune,ALANA ROCHA,"SEPT. 22, 2018",Watch Ted Cruz and Beto O'Rourke in first Senate debate,62
63,https://www.texastribune.org/2018/09/28/greg-abbott-lupe-valdez-debate-watch/,Texas Tribune,PATRICK SVITEK,"SEPT. 28, 2018","Gov. Greg Abbott and challenger Lupe Valdez spar over arming teachers, Harvey recovery in debate",63
64,https://www.texastribune.org/2018/09/19/beto-orourke-leads-cruz-new-poll-texas-senate-race/,Texas Tribune,KATHRYN LUNDSTROM,"SEPT. 19, 2018","Beto O’Rourke leads Ted Cruz by 2 among likely voters in U.S. Senate race, new poll finds",64
65,https://www.texastribune.org/2018/09/21/ted-cruz-beto-orourke-debate-watch-texas-senate/,Texas Tribune,PATRICK SVITEK,"SEPT. 21, 2018","Ted Cruz and Beto O'Rourke clash over immigration, Trump, guns during intense debate",65
66,https://www.texastribune.org/2018/09/19/analysis-neal-dikeman-voter-ted-cruz-beto-orourke-senate-texas/,Texas Tribune,ROSS RAMSEY,"SEPT. 19, 2018",Analysis: Neal Dikeman’s voters could decide which Texan serves in the U.S. Senate,66
67,https://www.texastribune.org/2018/09/27/analysis-texas-senator-schwertner-bad-news-trickle-down/,Texas Tribune,ROSS RAMSEY,"SEPT. 27, 2018","Analysis: For state Sen. Charles Schwertner, bad news and a trickle-down effect",67
68,https://www.texastribune.org/2018/09/26/will-hurd-gina-ortiz-jones-trump-record-cd-23/,Texas Tribune,PATRICK SVITEK,"SEPT. 26, 2018","In age of Trump, Republican U.S. Rep. Will Hurd's independence again on the ballot in 23rd District",68
69,https://www.texastribune.org/2018/09/24/analysis-texas-republican-singing-blues/,Texas Tribune,ROSS RAMSEY,"SEPT. 24, 2018",Analysis: A few Texas Republicans are singing the blues,69
70,https://www.texastribune.org/2018/09/27/beto-cruz-virtual-debate/,Texas Tribune,ALANA ROCHA,"SEPT. 27, 2018",We set up a virtual debate between Beto O'Rourke and Ted Cruz. Hear where they stand.,70
71,https://www.texastribune.org/2018/09/20/miller-olson-split-decision/,Texas Tribune,ALANA ROCHA,"SEPT. 20, 2018","Trade wars, ""Meatless Mondays"" and BBQ. Texas Agriculture Commissioner candidates square off",71
72,https://www.texastribune.org/2018/09/20/donald-trump-texas-republicans-endorsing-democrats/,Texas Tribune,CASSANDRA POLLOCK,"SEPT. 20, 2018","Some Texas Republicans are endorsing Democrats. Is it ""Texas over party"" or sour grapes?",72
73,https://www.texastribune.org/2018/09/21/analysis-dan-patrick-reddest-texas-senate-ever/,Texas Tribune,ROSS RAMSEY,"SEPT. 21, 2018",Analysis: Dan Patrick and the reddest Texas Senate ever,73
74,https://www.texastribune.org/2018/09/26/sexual-misconduct-allegation-jolts-sen-charles-schwertners-district/,Texas Tribune,MATT ZDUN,"SEPT. 26, 2018",Sexual misconduct allegation jolts Texas Sen. Charles Schwertner's district,74
75,https://www.texastribune.org/2018/09/22/texas-ted-cruz-beto-orourke-debate-claims/,Texas Tribune,EMMA PLATOFF,"SEPT. 22, 2018","""Modern-day Jim Crow."" ""We're going to protect pre-existing conditions."" Here’s a closer look at claims made at Ted Cruz and Beto O'Rourke's debate.",75
76,https://www.texastribune.org/2018/09/30/beto-orourke-nixed-debate-ad-facebook-live-ted-cruz/,Texas Tribune,PATRICK SVITEK,"SEPT. 30, 2018",Beto O'Rourke uses nixed debate time slot to shoot ad on Facebook Live,76
77,https://www.texastribune.org/2018/09/19/ted-cruz-center-us-supreme-court-storm-after-kavanaugh-allegations/,Texas Tribune,ABBY LIVINGSTON,"SEPT. 19, 2018",Ted Cruz at center of U.S. Supreme Court storm,77
78,https://www.texastribune.org/2018/09/27/texas-tribune-festival-live/,Texas Tribune,TEXAS TRIBUNE STAFF,"SEPT. 27, 2018",Watch livestreams of the 2018 Texas Tribune Festival's featured events,78
79,https://www.texastribune.org/2018/09/27/ted-cruz-beto-orourke-fundraising-out-of-texas/,Texas Tribune,ALEX SAMUELS,"SEPT. 27, 2018",How much money have Ted Cruz and Beto O'Rourke raised outside Texas? We don't know for sure.,79
80,https://www.texastribune.org/2018/09/20/mike-collier/,Texas Tribune,OMAR RODRIGUEZ-ORTIZ,"SEPT. 20, 2018",Democratic lieutenant governor hopeful Mike Collier talks school funding and property taxes,80
81,https://www.texastribune.org/2018/10/01/greg-abbott-releases-tv-ad-featuring-family-survived-sutherland-spring/,Texas Tribune,PATRICK SVITEK,"OCT. 1, 2018",Abbott releases TV ad featuring family that survived Sutherland Springs shooting,81
82,https://www.texastribune.org/2018/09/29/texas-tribune-festival-beto-orourke/,Texas Tribune,ABBY LIVINGSTON,"SEPT. 29, 2018","U.S. Rep. Beto O'Rourke discusses DWI, term limits",82
83,https://www.texastribune.org/2018/09/29/nancy-pelosi-democrats-should-focus-healthcare-working-families/,Texas Tribune,EDGAR WALTERS,"SEPT. 29, 2018","Nancy Pelosi: Democrats should focus on health care, working families — not abolishing ICE",83
84,https://www.texastribune.org/2018/09/27/texas-tribune-festival-john-kerry/,Texas Tribune,EMMA PLATOFF,"SEPT. 27, 2018",John Kerry hails 2018 midterms as “greatest course-correction moment we’ve had in years”,84
85,https://www.texastribune.org/2018/09/24/sen-ted-cruz-texas-heckled-restaurant-over-kavanaugh-controversy/,Texas Tribune,ABBY LIVINGSTON,"SEPT. 24, 2018",Ted Cruz heckled in Washington restaurant over Kavanaugh controversy,85
86,https://www.texastribune.org/2018/09/28/brett-kavanaugh-FBI-investigation-delay-vote/,Texas Tribune,MATTHEW WATKINS,"SEPT. 28, 2018",Cornyn: Senate SCOTUS vote to be delayed while FBI investigates Kavanaugh,86
87,https://www.texastribune.org/2018/10/01/tribcast-live-texas-tribune-festival/,Texas Tribune,EMILY RAMSHAW,"OCT. 1, 2018",TribCast: Live from the Texas Tribune Festival,87
88,https://www.texastribune.org/2018/09/28/texas-tribune-festival-michael-avenatti/,Texas Tribune,KATHRYN LUNDSTROM,"SEPT. 28, 2018","Michael Avenatti talks Brett Kavanaugh, 2020 run",88
89,https://www.texastribune.org/2018/09/21/3d-printed-gun-designer-cody-wilson-reportedly-arrested-taiwan/,Texas Tribune,MATTHEW WATKINS,"SEPT. 21, 2018",3D-printed gun designer Cody Wilson arrested in Taiwan,89
90,https://www.texastribune.org/2018/09/19/3d-printed-gun-designer-cody-wilson-charged-sexual-assault/,Texas Tribune,MATT ZDUN,"SEPT. 19, 2018",3D-printed gun designer Cody Wilson is wanted on charge of sexually assaulting an underage girl,90
91,https://www.texastribune.org/2018/09/18/gentrification-threatens-austins-low-income-residents-and-communities-/,Texas Tribune,BRANDON FORMBY,"SEPT. 18, 2018","Report says gentrification threatens to displace Austin's low-income residents, communities of color",91
92,https://www.texastribune.org/2018/09/20/george-p-bush-school-land-board-state-board-education/,Texas Tribune,TEO ARMUS,"SEPT. 20, 2018",Land Commissioner George P. Bush fighting with a Texas education board over allocations to fund schools,92
93,https://www.texastribune.org/2018/09/25/cody-wilson-sexual-assault-defense-distributed-3D-gun/,Texas Tribune,EMMA PLATOFF,"SEPT. 25, 2018","After sexual assault charges, Cody Wilson resigns from 3D-printed gun company",93
94,https://www.texastribune.org/2018/09/21/texas-attorney-general-church-austin-school/,Texas Tribune,EMMA PLATOFF,"SEPT. 21, 2018",Texas Attorney General warns Austin ISD: Don’t stop churches from renting school facilities,94
95,https://www.texastribune.org/2018/09/22/trump-immigration-public-assistance-visas/,Texas Tribune,THE WASHINGTON POST,"SEPT. 22, 2018",Trump administration seeks to limit access to U.S. for immigrants who use or are likely to use public assistance,95
96,https://www.texastribune.org/2018/09/17/beto-orourke-joins-chorus-calling-firing-officer-who-shot-botham-jean/,Texas Tribune,JOLIE MCCULLOUGH,"SEPT. 17, 2018","After the death of Botham Jean, should a Dallas officer be fired? Those decisions often take time.",96
97,https://www.texastribune.org/2018/09/18/texas-prison-guard-charged-inmate-death/,Texas Tribune,JOLIE MCCULLOUGH,"SEPT. 18, 2018",A Texas prison guard has been charged in an assault connected to an inmate's death,97
98,https://www.texastribune.org/2018/09/21/border-wall-texas-mexico-trump-el-paso/,Texas Tribune,JULIÁN AGUILAR,"SEPT. 21, 2018","Federal officials unveil plans for four-mile, 18-foot-tall wall on Texas-Mexico border",98
99,https://www.texastribune.org/2018/09/28/texas-tribune-festival-bill-de-blasio-new-york-city-mayor/,Texas Tribune,TEO ARMUS,"SEPT. 28, 2018","Mayor Bill de Blasio says his ""progressive vision"" for New York City can be copied across the country",99
100,https://www.texastribune.org/2018/09/25/anti-nuclear-waste-tour-kicks-houston/,Texas Tribune,MATT ZDUN,"SEPT. 25, 2018",Anti-nuclear waste tour kicks off in Houston,100
101,https://www.texastribune.org/2018/09/29/klobuchar-kavanaugh-supreme-court-2020-jeff-flake/,Texas Tribune,EMMA PLATOFF,"SEPT. 29, 2018","Sen. Amy Klobuchar says Brett Kavanaugh is ""not the person for the Supreme Court""",101
102,https://www.texastribune.org/2018/09/21/teacher-retirement-system-leaves-retired-teacher-health-premiums-uncha/,Texas Tribune,MATT ZDUN,"SEPT. 21, 2018",Texas’ Teacher Retirement System will not raise health premiums for retired teachers,102
103,https://www.texastribune.org/2018/09/29/sanchez-part-owner-property-leased-southwest-key-programs-eller-said-a/,Texas Tribune,SHANNON NAJMABADI,"SEPT. 29, 2018",Southwest Key CEO has financial stake in property leased by migrant shelter operator,103
104,https://www.texastribune.org/2018/09/25/university-texas-sexual-misconduct-allegation-charles-schwertner/,Texas Tribune,SHANNON NAJMABADI,"SEPT. 25, 2018",Report: UT investigating sexual misconduct allegation levied against state Sen. Charles Schwertner,104
105,https://www.texastribune.org/2018/10/01/border-asylum-port-of-entry-texas-mexico/,Texas Tribune,HANNAH WILEY,"OCT. 1, 2018",Critics say new barriers on border bridge are meant to deter asylum-seekers,105
106,https://www.texastribune.org/2018/09/24/amber-guyger-fired-dallas-police-after-shooting-botham-jean/,Texas Tribune,JOLIE MCCULLOUGH,"SEPT. 24, 2018",Amber Guyger fired from Dallas Police Department after shooting of Botham Jean,106
107,https://www.texastribune.org/2018/10/01/southwest-key-hires-child-welfare-organization-review-processes/,Texas Tribune,SHANNON NAJMABADI,"OCT. 1, 2018",Southwest Key hires child welfare organization to review processes,107
108,https://www.texastribune.org/2018/09/17/border-patrol-agent-had-arsenal-attempted-suicide-cop-officials-say/,Texas Tribune,JULIÁN AGUILAR,"SEPT. 17, 2018","Border Patrol agent had arsenal in home, attempted ""suicide by cop,"" officials say",108
109,https://www.texastribune.org/2018/10/01/texas-special-education-fifth-circuit/,Texas Tribune,ALIYYA SWABY,"OCT. 1, 2018",Texas spent less on students with disabilities. But did it break the law?,109
110,https://www.texastribune.org/2018/09/25/ken-paxton-texas-law-student-stand-pledge-allegiance-/,Texas Tribune,EMMA PLATOFF,"SEPT. 25, 2018",Attorney General Ken Paxton defends Texas law requiring students to stand for Pledge of Allegiance,110
111,https://www.texastribune.org/2018/09/20/dallas-bail-sytem-judge-order/,Texas Tribune,JOLIE MCCULLOUGH,"SEPT. 20, 2018",Federal judge rules against Dallas County bail practices,111
112,https://www.texastribune.org/2018/09/27/John-Cornyn-Ted-Cruz-Brett-Kavanaugh/,Texas Tribune,ANDREW EVERSDEN,"SEPT. 27, 2018","U.S. Sen. John Cornyn calls Kavanaugh hearing ""embarrassing,"" draws McCarthy comparisons",112
113,https://www.texastribune.org/2018/09/19/Texas-solicitor-general-kyle-hawkins-scott-keller-ken-paxton/,Texas Tribune,EMMA PLATOFF,"SEPT. 19, 2018","As solicitor general, Kyle Hawkins will lead Texas fights against the federal government",113
114,https://www.texastribune.org/2018/10/03/analysis-crossing-border-texas-election-cruz-orourke/,Texas Tribune,ROSS RAMSEY,"OCT. 3, 2018","Analysis: Crossing the (other) Texas borders, as elections near",114
115,https://www.texastribune.org/2018/10/16/Prairie-View-voter-registration/,Texas Tribune,MATT ZDUN,"OCT. 16, 2018","Prairie View A&M University's voter registration issues are resolved, but voting barriers remain",115
116,https://www.texastribune.org/2018/10/15/donald-trump-campaign-ted-cruz-houston-texas-oct-22/,Texas Tribune,PATRICK SVITEK,"OCT. 15, 2018",Donald Trump to campaign for Ted Cruz in Houston on Oct. 22,116
117,https://www.texastribune.org/2018/10/12/beto-orourke-raised-more-38-million-race-against-ted-cruz/,Texas Tribune,PATRICK SVITEK,"OCT. 12, 2018",Beto O’Rourke raised more than $38 million in the third quarter — a record that's about three times Ted Cruz’s haul,117
118,https://www.texastribune.org/2018/10/02/mike-pence-campaign-ted-cruz-pete-sessions-dallas/,Texas Tribune,PATRICK SVITEK,"OCT. 2, 2018","Mike Pence to campaign for Ted Cruz, Pete Sessions in Dallas",118
119,https://www.texastribune.org/2018/10/04/ted-cruz-says-he-raised-12m-third-quarter/,Texas Tribune,PATRICK SVITEK,"OCT. 4, 2018",Ted Cruz says he raised $12M in third quarter,119
120,https://www.texastribune.org/2018/10/04/colin-allred-congress-conversation/,Texas Tribune,OMAR RODRIGUEZ-ORTIZ,"OCT. 4, 2018",Colin Allred talks football and his congressional campaign,120
121,https://www.texastribune.org/2018/10/03/donald-trump-jr-rallies-texas-ted-cruz/,Texas Tribune,PATRICK SVITEK,"OCT. 3, 2018","Rallying in Texas for Ted Cruz, Donald Trump Jr. touts him as dad's enemy-turned-ally",121
122,https://www.texastribune.org/2018/10/11/texas-house-district-114-moderate-conservative/,Texas Tribune,ALLYSON WALLER,"OCT. 11, 2018",Can a moderate Democrat win in a Texas district held by Republicans for decades?,122
123,https://www.texastribune.org/2018/10/04/sid-miller-agriculture-commissioner-2018-midterms/,Texas Tribune,ALEX SAMUELS,"OCT. 4, 2018",Some Texas interest groups are endorsing in every statewide race — but not in Sid Miller's,123
124,https://www.texastribune.org/2018/10/02/two-taken-hospital-after-white-powdery-substance-sent-cruz-campaign-of/,Texas Tribune,PATRICK SVITEK,"OCT. 2, 2018","Cruz campaign office evacuated after receiving ""white powdery substance"" in the mail",124
125,https://www.texastribune.org/2018/10/16/texas-beto-orourke-ted-cruz-debate-claims/,Texas Tribune,ALEX SAMUELS,"OCT. 16, 2018",We fact check Ted Cruz and Beto O’Rourke’s second debate,125
126,https://www.texastribune.org/2018/10/16/ted-cruz-beto-orourke-watch-debate-texas-san-antonio/,Texas Tribune,PATRICK SVITEK,"OCT. 16, 2018",Beto O’Rourke swings harder at Ted Cruz in second debate,126
127,https://www.texastribune.org/2018/10/04/beto-orourke-says-hes-not-interested-barack-obama-endorsement/,Texas Tribune,JULIÁN AGUILAR,"OCT. 4, 2018","Beto O'Rourke on possible endorsement from Obama: ""I don't think we're interested.""",127
128,https://www.texastribune.org/2018/10/09/Ted-cruz-Richard-Linklater-beto-ad/,Texas Tribune,PATRICK SVITEK,"OCT. 9, 2018",Linklater directs ads for anti-Cruz super PAC,128
129,https://www.texastribune.org/2018/10/02/why-did-trump-administration-separate-asylum-seekers-their-kids/,Texas Tribune,NEENA SATIJA,"OCT. 2, 2018",Why did the Trump administration separate asylum-seekers from their kids?,129
130,https://www.texastribune.org/2018/10/05/sens-ted-cruz-john-cornyn-texas-vote-advance-brett-kavanaugh-nominatio/,Texas Tribune,ABBY LIVINGSTON,"OCT. 5, 2018","Sens. Ted Cruz, John Cornyn vote to advance Brett Kavanaugh nomination",130
131,https://www.texastribune.org/2018/10/05/analysis-texas-house-senate-fight-agencies-squirm/,Texas Tribune,ROSS RAMSEY,"OCT. 5, 2018","Analysis: When the Texas House and Senate fight, legislative agencies squirm",131
132,https://www.texastribune.org/2018/10/04/leader-texas-tech-system-board-resigns-chairman-permanent-chancellor-t/,Texas Tribune,SHANNON NAJMABADI,"OCT. 4, 2018",Leader of Texas Tech System board resigns as chairman; permanent chancellor tapped,132
133,https://www.texastribune.org/2018/10/11/cruz-orourke-poll-senate-texas/,Texas Tribune,ABBY LIVINGSTON,"OCT. 11, 2018",Ted Cruz leads Beto O'Rourke in new poll by nine points,133
134,https://www.texastribune.org/2018/10/16/here-are-ted-cruz-and-beto-orourkes-attendance-numbers/,Texas Tribune,ANDREW EVERSDEN,"OCT. 16, 2018",Beto O’Rourke says Ted Cruz has an attendance problem. Cruz has missed 14 percent of votes; O’Rourke has missed 3 percent.,134
